gene_id,score,gene_name
ENSG00000271204.1_10,0.9743291722483274,ENSG00000271204
ENSG00000228799.6_9,0.9742930123568985,LINC01939
ENSG00000268621.6_10,0.9742019196517526,IGFL2-AS1
ENSG00000249364.7_13,0.974167169326251,LINC02997
ENSG00000196696.14_13,0.9739702680138912,PDXDC2P-NPIPB14P
ENSG00000248515.2_12,0.9739346443890553,ENSG00000248515
ENSG00000260565.9_12,0.9738014150345451,ERVK13-1
ENSG00000271533.1_9,0.9737690164781064,ENSG00000271533
ENSG00000231987.1_9,0.9737297263929713,LINC01787
ENSG00000277476.1_10,0.9737244776775882,ENSG00000277476
ENSG00000266573.6_10,0.9735157675657873,ENSG00000266573
ENSG00000281664.1_4,0.9734362954703042,LINC00538
ENSG00000253877.6_9,0.9731552227524314,LINC01608
ENSG00000227619.3_11,0.9729363107684137,ENSG00000227619
ENSG00000231265.1_8,0.972785301937096,TRERNA1
ENSG00000274460.2_9,0.9727372700466305,ENSG00000274460
ENSG00000227418.6_7,0.9726780858106268,PCGEM1
ENSG00000275088.1_8,0.9726764781961315,ENSG00000275088
ENSG00000224074.3_9,0.9725697613440293,LINC00691
ENSG00000243620.2_11,0.9725052669289097,ENSG00000243620
ENSG00000249306.7_11,0.972497872771483,LINC01411
ENSG00000253361.3_13,0.9721820934269613,ENSG00000253361
ENSG00000261824.8_13,0.9721316085188334,LINC00662
ENSG00000262468.8_11,0.9720379182153798,LINC01569
ENSG00000233117.4_11,0.9718899973239682,LINC00702
ENSG00000249618.6_11,0.9715701818109186,LINC02465
ENSG00000279873.2_6,0.9712525730154313,LINC01126
ENSG00000267248.5_13,0.970932209680326,ENSG00000267248
ENSG00000271856.1_6,0.9709084885136439,LINC01215
ENSG00000188825.16_12,0.9707544759806497,LINC00910
ENSG00000235888.5_14,0.970684137247696,LINC02940
ENSG00000260918.1_10,0.9706543564741611,ENSG00000260918
ENSG00000176840.14_9,0.9705753385564426,MIR7-3HG
ENSG00000229807.13_10,0.9705424977337753,XIST
ENSG00000255284.4_13,0.970418913599586,GATD1-DT
ENSG00000256995.8_17,0.9704182312467441,LINC02955
ENSG00000205293.5_8,0.9700211965454975,LINC01602
ENSG00000204054.14_11,0.9698990201543386,LINC00963
ENSG00000225439.4_11,0.9698252006451576,BOLA3-DT
ENSG00000205913.7_10,0.9695053495517557,SRRM2-AS1
ENSG00000272763.1_10,0.9694861067118183,ENSG00000272763
ENSG00000231881.2_10,0.9694462241300376,ENSG00000231881
ENSG00000274925.1_7,0.9693277902115074,ZKSCAN2-DT
ENSG00000285219.4_2,0.9691599826415385,HULC
ENSG00000223485.5_12,0.9688982619021185,LINC01615
ENSG00000196634.3_6,0.9687343089485797,LUADT1
ENSG00000229618.3_10,0.9686635503396407,ENSG00000229618
ENSG00000262619.4_12,0.9682432646894399,LINC00621
ENSG00000233421.5_8,0.968202088329214,LINC01783
ENSG00000204792.2_6,0.9680769527521472,LINC01291
ENSG00000233532.6_8,0.9679847434177562,LINC00460
ENSG00000269994.3_11,0.9678883983182541,LINC02893
ENSG00000232991.5_4,0.9677410810882228,GACAT1
ENSG00000233621.3_14,0.9669710806101641,ZC3H12A-DT
ENSG00000261087.1_8,0.96695840276501,ZNNT1
ENSG00000198454.2_6,0.9667414745439857,LINC02692
ENSG00000272068.1_7,0.9666828324537801,BCAN-AS1
ENSG00000266602.2_10,0.9665027219088037,ENSG00000266602
ENSG00000263745.7_12,0.9664139683243007,ENSG00000263745
ENSG00000279088.2_12,0.9663479487402418,ENSG00000279088
ENSG00000257151.1,0.9662192691639371,PWAR6
ENSG00000258647.6_9,0.9656440608071769,LINC00930
ENSG00000223764.2_10,0.9655065451200638,LINC02593
ENSG00000237372.5_12,0.9654756017008304,ENSG00000237372
ENSG00000247679.3_10,0.9653512525015583,ENSG00000247679
ENSG00000248360.7_10,0.9648644810288328,LINC00504
ENSG00000223546.9_12,0.9644371039755479,LINC00630
ENSG00000250986.1_8,0.9643707911761138,LINC02600
ENSG00000225975.8_11,0.9641382285634803,ZNF567-DT
ENSG00000226363.4_9,0.9638417382245054,HAGLROS
ENSG00000231826.9_12,0.9630887513569375,LINC01819
ENSG00000279207.1_9,0.9630876013359407,ENSG00000279207
ENSG00000273295.1_10,0.9630269823314451,ENSG00000273295
ENSG00000227066.2_10,0.9628560362840998,ENSG00000227066
ENSG00000234807.8_10,0.9625631838418286,LINC01135
ENSG00000231427.6_9,0.9625268306126644,LINC01445
ENSG00000253154.4_11,0.9624439304399295,ENSG00000253154
ENSG00000227128.5_6,0.9624148756591488,LBX1-AS1
ENSG00000230269.7_10,0.9621571322744891,LINC02525
ENSG00000204876.5_10,0.9620582754746675,ENSG00000204876
ENSG00000274979.1_8,0.9619463570607913,ENSG00000274979
ENSG00000250903.11_11,0.9619037406977036,GMDS-DT
ENSG00000245060.8_9,0.9619004274878847,LINC00847
ENSG00000228526.8_10,0.9618069197314141,MIR34AHG
ENSG00000244578.1_8,0.9617584217822592,LINC01391
ENSG00000277152.1_8,0.961655653036829,ENSG00000277152
ENSG00000268798.1_11,0.9613045525876817,ENSG00000268798
ENSG00000256433.3_11,0.9608159459783568,ENSG00000256433
ENSG00000235385.3_10,0.9607371283700331,LINC02154
ENSG00000260664.4_11,0.9604151785823396,ENSG00000260664
ENSG00000198590.12_10,0.9599708808411879,APRG1
ENSG00000240875.6_10,0.9598593637032989,LINC00886
ENSG00000226137.5_8,0.9597307431789329,BAIAP2-DT
ENSG00000266869.2_10,0.9596433086220683,ENSG00000266869
ENSG00000275329.1_9,0.9594031017428171,ENSG00000275329
ENSG00000228793.3_11,0.9591738379676873,ENSG00000228793
ENSG00000259345.7_12,0.9588636307843054,ENSG00000259345
ENSG00000260868.1_6,0.9586946122578758,LINC01960
ENSG00000259891.1_10,0.9585920808653543,ENSG00000259891
ENSG00000280362.1_7,0.9581509101516797,ENSG00000280362
ENSG00000278965.1_7,0.9580719935878982,ENSG00000278965
ENSG00000232104.5_12,0.9577920301071241,RFX3-DT
ENSG00000273619.2_9,0.9577078213207314,ENSG00000273619
ENSG00000224596.9_13,0.9572578223578349,ZMIZ1-AS1
ENSG00000229719.6_11,0.9571021312130322,MIR194-2HG
ENSG00000273084.2_9,0.957073221897184,ENSG00000273084
ENSG00000257556.4_11,0.9570587898972914,LINC02298
ENSG00000235501.8_12,0.956878346324054,CNN3-DT
ENSG00000231566.4_12,0.9565924037068544,LINC02595
ENSG00000276791.1_10,0.9565375167216282,ENSG00000276791
ENSG00000279613.1_7,0.9564674479654203,ENSG00000279613
ENSG00000254290.3_11,0.9561113651486463,ENSG00000254290
ENSG00000243479.3_4,0.9560358077803411,MNX1-AS1
ENSG00000273329.2_9,0.9559907818069892,ENSG00000273329
ENSG00000273162.1_8,0.9559799953101303,ENSG00000273162
ENSG00000227706.4_12,0.9559584105495691,ENSG00000227706
ENSG00000261780.3_9,0.9559434573039067,LINC02582
ENSG00000231133.8_9,0.955056127263737,HAR1B
ENSG00000278192.1_10,0.9544515280647294,ENSG00000278192
ENSG00000272341.1_9,0.9540199545111809,ENSG00000272341
ENSG00000272977.1_11,0.9538947787127892,ENSG00000272977
ENSG00000251448.2_13,0.9530685859108865,ENSG00000251448
ENSG00000255198.6_9,0.9529645159834871,SNHG9
ENSG00000260920.2_10,0.9528932485899619,ENSG00000260920
ENSG00000255774.2_12,0.9526216596826466,LINC02747
ENSG00000260369.2_10,0.9526160863335335,ENSG00000260369
ENSG00000236499.3_6,0.9518595439150122,LINC00896
ENSG00000265692.1_8,0.9518483044579683,LINC01970
ENSG00000272384.2_9,0.9516978951197638,ENSG00000272384
ENSG00000254101.8_11,0.951370180092203,LINC02055
ENSG00000260876.6_8,0.9512906032401754,LINC01229
ENSG00000233746.2_9,0.9510336788695285,LINC00656
ENSG00000260910.2_8,0.9510161615589812,SWINGN
ENSG00000228559.2_11,0.9510101258688292,ENSG00000228559
ENSG00000197880.10_8,0.9507538609301676,MDS2
ENSG00000268941.2_6,0.950680275292051,LINC01711
ENSG00000271860.9_14,0.9505175179602838,ENSG00000271860
ENSG00000238121.7_10,0.9504304683484501,LINC00426
ENSG00000258884.3_12,0.9499161840778575,LINC02321
ENSG00000280069.1_8,0.9497324706082274,ENSG00000280069
ENSG00000245164.10_12,0.9496425264148192,LINC00861
ENSG00000254872.3_9,0.9495047893236594,LINC02688
ENSG00000233077.2_9,0.9494119592510727,LINC01271
ENSG00000260633.1_8,0.9493573893120353,ENSG00000260633
ENSG00000261625.1_8,0.9493119050692458,ENSG00000261625
ENSG00000260838.3_10,0.9490184901816224,ENSG00000260838
ENSG00000247400.6_11,0.9487813679497695,DNAJC3-DT
ENSG00000279602.2_10,0.9486703735728154,ENSG00000279602
ENSG00000223749.11_11,0.9483288860858573,MIR503HG
ENSG00000230709.1_7,0.9481603688987187,ENSG00000230709
ENSG00000235072.2_10,0.9481468394815897,ARNILA
ENSG00000241316.8_10,0.9480061652675037,SUCLG2-DT
ENSG00000224853.3_9,0.9478774269596674,LINC00393
ENSG00000234261.6_13,0.9471507510849589,ENSG00000234261
ENSG00000251615.3_10,0.9458541205549464,ENSG00000251615
ENSG00000275322.1_8,0.9458001710169107,ENSG00000275322
ENSG00000231453.1_6,0.9457981432462474,LINC01305
ENSG00000227157.2_10,0.9457718293945523,ENSG00000227157
