gene_id,score,gene_name
ENSG00000275897.1_8,0.73589437976864,ENSG00000275897
ENSG00000230658.2_9,0.7358497658992735,KLHL7-DT
ENSG00000279387.1_8,0.7357116905523731,ENSG00000279387
ENSG00000231977.2_10,0.7352595963910084,ENSG00000231977
ENSG00000273143.2_11,0.7350668373462971,DUSP5-DT
ENSG00000228980.4_8,0.7350338829354957,LINC01205
ENSG00000234956.7_10,0.7346872860329003,LINC02539
ENSG00000261122.6_7,0.7344644246060803,LINC02167
ENSG00000229337.2_12,0.7333251216412943,ENSG00000229337
ENSG00000250786.4_10,0.732928725976974,SNHG18
ENSG00000236078.2_8,0.7328468761079424,LINC01447
ENSG00000229155.2_9,0.7327060236588967,LINC02038
ENSG00000273272.2_11,0.7325290834134413,ENSG00000273272
ENSG00000262097.3_11,0.731624252949415,LINC02185
ENSG00000279561.3_9,0.7314255029867159,ENSG00000279561
ENSG00000280350.1_8,0.7314093892106477,LINC01726
ENSG00000277693.2_11,0.7311379432189091,ENSG00000277693
ENSG00000249464.8_11,0.7310347425967807,LINC01091
ENSG00000250198.5_11,0.7308516775216881,LINC02199
ENSG00000260426.1_8,0.7307295445449148,ENSG00000260426
ENSG00000247157.7_8,0.730692827886968,LINC01252
ENSG00000267719.1_9,0.7303648871390436,LINC02078
ENSG00000272077.1_8,0.730225449003013,ENSG00000272077
ENSG00000230415.1_8,0.7300055356260193,LINC01786
ENSG00000248473.2_9,0.729765726551293,LINC01962
ENSG00000205086.8_11,0.7297057594285091,LINC02898
ENSG00000214691.9_8,0.7296665320926562,LINC01913
ENSG00000260949.1_8,0.7294002454058145,ENSG00000260949
ENSG00000231990.2_10,0.7290713483538034,ENSG00000231990
ENSG00000279273.1_7,0.7290114277637776,ENSG00000279273
ENSG00000273117.1_6,0.7288916163120567,INSIG1-DT
ENSG00000234694.2_11,0.7282936853214594,CDC20-DT
ENSG00000231327.3_10,0.7281397267448392,LINC01816
ENSG00000231113.2_11,0.7280339667453353,LINC02976
ENSG00000260071.2_10,0.7279467709505586,ENSG00000260071
ENSG00000267390.3_9,0.7278524781266281,KDSR-DT
ENSG00000261758.1_7,0.7277707506413132,STAG1-DT
ENSG00000273723.2_9,0.7276929668432335,SUGT1-DT
ENSG00000274565.1_12,0.7266923507510127,ENSG00000274565
ENSG00000238755.3_9,0.7264651826332996,LINC02006
ENSG00000258867.8_12,0.7262810809221311,HISLA
ENSG00000240476.1_7,0.7262301576764953,LINC00973
ENSG00000232084.5_6,0.7253543492265515,LINC01104
ENSG00000253704.4_12,0.7253447488574823,VIRMA-DT
ENSG00000270547.6_9,0.7253166503808918,LINC01235
ENSG00000251321.1_6,0.7252187733036082,PCAT4
ENSG00000227740.2_11,0.7249665475915683,LINC02803
ENSG00000232648.4_12,0.7248870177566556,ING2-DT
ENSG00000232121.1_10,0.7247463916793638,ENSG00000232121
ENSG00000249131.2_9,0.7247016201024674,PSD2-AS1
ENSG00000279411.1_7,0.7244943936275736,ENSG00000279411
ENSG00000181908.5_10,0.7244126149783827,LINC02724
ENSG00000253965.3_11,0.7244013531393518,ENSG00000253965
ENSG00000273113.1_8,0.7243931277168498,ENSG00000273113
ENSG00000259772.8_13,0.7241240493651132,LINC03034
ENSG00000189238.6_9,0.7240562321873705,LINC00943
ENSG00000227438.1_10,0.7238097952475708,COL6A2-DT
ENSG00000238005.5_13,0.7234371271490354,LNCATV
ENSG00000245556.5_11,0.7233821549696166,SCAMP1-AS1
ENSG00000280070.1_7,0.7232985989942425,ENSG00000280070
ENSG00000235091.2_11,0.7232708476528623,ENSG00000235091
ENSG00000231422.2_8,0.7229279385177589,LINC01516
ENSG00000259953.2_12,0.7228651596539427,LINC02977
ENSG00000261770.1_11,0.7216508411614733,ENSG00000261770
ENSG00000273812.3_13,0.7214557343051604,LINC02970
ENSG00000253554.7_11,0.7214240708716636,LINC01414
ENSG00000205334.4_10,0.721346904140152,LINC01460
ENSG00000230736.2_9,0.7209248270668117,ENSG00000230736
ENSG00000261159.1_8,0.7209181767046263,ENSG00000261159
ENSG00000272970.5_11,0.7208572194589007,ENSG00000272970
ENSG00000256802.3_9,0.7205508877026212,ENSG00000256802
ENSG00000230628.1_10,0.7202474519040604,ENSG00000230628
ENSG00000267339.8_11,0.720233114763309,LINC00906
ENSG00000248319.4_13,0.7199573756575935,LINC02275
ENSG00000232233.1_8,0.719922130198176,LINC02043
ENSG00000231107.2_10,0.7195161633697166,LINC01508
ENSG00000241288.8_13,0.7194487780702427,LINC02614
ENSG00000198106.8_10,0.7193834942370425,ENSG00000198106
ENSG00000221990.5_7,0.7190025615826323,EXOC3-AS1
ENSG00000278989.1_7,0.7186061150545338,ENSG00000278989
ENSG00000250072.8_11,0.718168280710139,SH3TC2-DT
ENSG00000175170.16_11,0.7180749389937362,FAM182B
ENSG00000278895.1_7,0.7171786203996284,ENSG00000278895
ENSG00000280418.1_8,0.7170780114396478,ENSG00000280418
ENSG00000232310.10_13,0.7168057824202377,LINC03002
ENSG00000250509.2_11,0.7167531431089759,ENSG00000250509
ENSG00000224406.6_9,0.7166163468316218,LINC02052
ENSG00000235366.3_11,0.7166087199880207,LINC01055
ENSG00000248837.7_11,0.7162068586025176,ENSG00000248837
ENSG00000255966.1_10,0.715523452178051,GAPDH-DT
ENSG00000227964.1_8,0.715473869804605,LINC01429
ENSG00000279143.1_5,0.715250060030868,ENSG00000279143
ENSG00000226465.5_11,0.7150498889261321,ENSG00000226465
ENSG00000254275.6_8,0.7148203024347385,LINC00824
ENSG00000248810.4_12,0.7142830059377122,LINC02432
ENSG00000226900.2_12,0.7138999979835967,ENSG00000226900
ENSG00000268926.3_10,0.713819976290944,ENSG00000268926
ENSG00000261003.1_8,0.7136721534218186,ENSG00000261003
ENSG00000279063.1_7,0.7136385449570305,ENSG00000279063
ENSG00000276272.1_8,0.7130956999295078,ENSG00000276272
ENSG00000197332.9_12,0.7125883199814058,ENSG00000197332
ENSG00000272523.2_7,0.7122848722916528,LINC01023
ENSG00000279853.1_8,0.7122675081921064,ENSG00000279853
ENSG00000250284.3_10,0.7117977595454744,ENSG00000250284
ENSG00000261572.2_9,0.711653613401955,ENSG00000261572
ENSG00000253762.2_10,0.7109027663536586,ENSG00000253762
ENSG00000267521.1_11,0.7094170789908208,ENSG00000267521
ENSG00000276071.1_10,0.7091939005213669,ENSG00000276071
ENSG00000213373.7_9,0.7091697610647527,LINC00671
ENSG00000229976.2_10,0.7088732465237597,ENSG00000229976
ENSG00000278876.1_7,0.7084601940452321,ENSG00000278876
ENSG00000279261.2_9,0.707736342105551,LINC02961
ENSG00000280083.1_7,0.7077092241974825,ENSG00000280083
ENSG00000261275.1_8,0.7075956456048749,ENSG00000261275
ENSG00000253844.2_9,0.7067436070134099,ENSG00000253844
ENSG00000248431.2_7,0.7065126713154464,ENSG00000248431
ENSG00000279640.1_7,0.7062682520473852,ENSG00000279640
ENSG00000214803.3_10,0.7061790856757564,ENSG00000214803
ENSG00000237923.2_10,0.7061453712299981,LINC02570
ENSG00000260019.2_9,0.7058257452139781,LINC01992
ENSG00000280344.1_7,0.7057409521971368,ENSG00000280344
ENSG00000230131.6_10,0.7054257036273396,LINC02641
ENSG00000279708.1_7,0.7051993724370891,ENSG00000279708
ENSG00000256258.1_10,0.7050223994344137,ENSG00000256258
ENSG00000234476.5_14,0.7045357278121588,LINC02765
ENSG00000103472.10_7,0.7042394312275576,RRN3P2
ENSG00000203635.2_10,0.7038804434388629,ENSG00000203635
ENSG00000229743.6_13,0.7038049540079243,LINC01159
ENSG00000271966.1_7,0.7037976310620273,ARFGEF1-DT
ENSG00000236289.4_9,0.7037456336208475,GACAT3
ENSG00000258018.2_9,0.7029229446380811,LINC02457
ENSG00000230943.4_11,0.7029053183945745,LINC02541
ENSG00000228801.8_12,0.701933794192009,PCMTD1-DT
ENSG00000244215.2_9,0.7018797823114012,LINC02016
ENSG00000279259.1_9,0.7012820962678532,ENSG00000279259
ENSG00000234177.5_10,0.7009972800907456,LINC01114
ENSG00000253279.6_9,0.7008374616745412,LINC02209
ENSG00000234840.2_9,0.7006797702523571,LINC01239
ENSG00000205037.2_10,0.7005678185098126,ENSG00000205037
ENSG00000272097.2_10,0.7005478171685191,TMEM14B-DT
ENSG00000228888.1_10,0.7005116085802119,LINC01428
ENSG00000280214.1_8,0.6997092469550087,ENSG00000280214
ENSG00000279778.1_7,0.6992871790982161,ENSG00000279778
ENSG00000232065.2_10,0.6990470639837192,LINC01063
ENSG00000227297.1_11,0.6990054393169107,ENSG00000227297
ENSG00000228162.2_9,0.6985559099214558,ENSG00000228162
ENSG00000253508.1_10,0.6985151109955221,ENSG00000253508
ENSG00000262585.1_8,0.6983405911805305,LINC01979
ENSG00000259702.3_11,0.6980293126473684,ENSG00000259702
ENSG00000258499.1_10,0.6978971539708628,LINC02287
ENSG00000276529.1_8,0.6967528141907872,ENSG00000276529
ENSG00000272808.4_11,0.6964957808517276,GCAWKR
ENSG00000228065.13_16,0.6962774898750542,LINC01515
ENSG00000271862.1_8,0.6962229844333659,ENSG00000271862
ENSG00000262202.4_10,0.6961528941790841,ENSG00000262202
ENSG00000267443.2_7,0.6961025746387989,ENSG00000267443
ENSG00000250343.1_9,0.6960406496589059,STK32A-AS1
ENSG00000227082.3_11,0.6955953851783212,LINC02798
ENSG00000260317.1_9,0.695173380142251,LINC02986
ENSG00000231574.7_10,0.69511439062095,LINC02015
ENSG00000265055.2_11,0.6950913148221212,ENSG00000265055
ENSG00000176515.1_8,0.6949084183687363,ENSG00000176515
ENSG00000259737.7_11,0.6947742041698431,ENSG00000259737
ENSG00000237491.10_14,0.6947376027903337,LINC01409
ENSG00000267506.7_11,0.6945161667721318,ENSG00000267506
ENSG00000249816.8_11,0.6932550196802291,LINC00964
ENSG00000279771.1_8,0.6928046389427384,ENSG00000279771
ENSG00000235314.1_6,0.692572220748016,LINC00957
ENSG00000253871.2_11,0.6924488264325653,ENSG00000253871
ENSG00000263958.4_11,0.6921460832901479,NETO1-DT
ENSG00000274461.2_11,0.6920008434869261,LINC02930
ENSG00000279149.1_7,0.6916501789017809,ENSG00000279149
ENSG00000186235.12_13,0.6914239702542672,LINC02610
ENSG00000260163.1_8,0.6913466487922629,ENSG00000260163
ENSG00000253633.2_12,0.6909953475168095,LINC03047
ENSG00000224687.2_9,0.6909070901561237,RASAL2-AS1
ENSG00000186493.14_9,0.6906813167258475,IRX2-DT
ENSG00000271736.2_11,0.6901109837233969,LINC02772
ENSG00000235665.6_11,0.689853457308671,LINC00298
ENSG00000234390.4_9,0.6896918255182208,USP27X-DT
ENSG00000238099.3_9,0.6896408536244658,LINC01625
ENSG00000255363.3_12,0.6892286211543112,LINC02757
ENSG00000226542.1_10,0.6883015999631484,ENSG00000226542
ENSG00000205740.2_10,0.6881654996648403,ENSG00000205740
ENSG00000224805.2_9,0.6881288289990022,LINC00853
ENSG00000254620.1_9,0.687929782728938,ENSG00000254620
ENSG00000273824.1_9,0.6876964891489702,ENSG00000273824
ENSG00000253408.6_10,0.6876853324839765,IKBKB-DT
ENSG00000231535.8_10,0.6872445022927377,LINC00278
ENSG00000271755.1_8,0.6871139081261535,ENSG00000271755
ENSG00000236908.2_8,0.6870966131722571,LINC02827
ENSG00000233654.2_11,0.6870659471515843,NEMP2-DT
ENSG00000185433.11_11,0.6868951501283465,LINC00158
ENSG00000259416.2_10,0.6868097929126827,LINC02883
ENSG00000279193.1_7,0.6867322051399023,ENSG00000279193
ENSG00000254337.2_11,0.6863860362457,ENSG00000254337
ENSG00000256193.6_8,0.6861970781850316,LINC00507
ENSG00000251323.3_11,0.6860052033711271,LINC02728
ENSG00000229236.3_8,0.6859602352379984,TTTY10
ENSG00000223935.3_10,0.6857823046385855,LGALSL-DT
ENSG00000275383.1_9,0.6853005614086585,ENSG00000275383
ENSG00000278743.2_4,0.6848484464916588,ENSG00000278743
ENSG00000216560.4_8,0.6846251499361362,LINC00955
ENSG00000230366.9_7,0.6846247206602365,DSCR9
ENSG00000233431.1_7,0.68449335581369,LINC02596
ENSG00000182165.20_9,0.6842542285638149,TP53TG1
ENSG00000254081.2_9,0.6841471108628067,LINC01299
ENSG00000260563.3_8,0.6834504612156231,ENSG00000260563
ENSG00000260193.1_10,0.6829850307160145,LINC02846
ENSG00000277151.1_8,0.6824215194096267,ENSG00000277151
ENSG00000262801.6_8,0.6822300324573328,ENSG00000262801
ENSG00000261829.1_8,0.6820661568288667,ENSG00000261829
ENSG00000255135.5_12,0.6820017553830712,EMSY-DT
ENSG00000289103.2_2,0.6818378795797188,ENSG00000289103
ENSG00000230923.2_9,0.6816887669293404,LINC00309
ENSG00000251169.3_9,0.6815698241060361,LINC01843
ENSG00000249335.5_14,0.6807940348285239,ENSG00000249335
ENSG00000250326.2_11,0.6806467593945961,USP38-DT
ENSG00000261502.4_13,0.6806119028206876,ENSG00000261502
ENSG00000232046.7_8,0.6804811872968632,LINC01798
ENSG00000229370.1_8,0.6797534939167345,ENSG00000229370
ENSG00000270933.1_8,0.679390160128704,ENSG00000270933
ENSG00000235263.1_10,0.6793033355241065,ENSG00000235263
ENSG00000237484.7_9,0.678965644516812,LINC01684
ENSG00000225857.5_8,0.6788626698625758,LINC02816
ENSG00000261241.8_10,0.6784380349539016,LINC02128
ENSG00000267778.1_9,0.6783872111796796,CBARP-DT
ENSG00000267475.3_13,0.6782679909055299,NUDT19-DT
ENSG00000231156.1_7,0.6782537059680329,ENSG00000231156
ENSG00000253608.2_11,0.6778506767845961,ENSG00000253608
ENSG00000270321.2_11,0.6777266372647415,ENSG00000270321
ENSG00000254813.5_11,0.6776624254809621,LINC03019
ENSG00000275212.3_10,0.677567757954567,LINC02826
ENSG00000264345.2_9,0.677110843209218,LINC01894
ENSG00000266278.1_8,0.6768411357047404,LINC01910
ENSG00000272682.1_11,0.6764421600506598,ENSG00000272682
ENSG00000260254.1_8,0.676194826669197,ENSG00000260254
ENSG00000267243.6_12,0.675325656690733,ENSG00000267243
ENSG00000221845.4_5,0.6752728999786504,LINC02902
ENSG00000259459.6_9,0.6750589217710519,LINC02568
ENSG00000272425.1_8,0.6746458307666952,ENSG00000272425
ENSG00000238276.7_11,0.6746046389638799,LINC02944
ENSG00000289740.1_1,0.6745211886781124,TALAM1
ENSG00000205056.9_11,0.6742579575008724,LINC02397
ENSG00000260402.1_11,0.6738677149756345,ENSG00000260402
ENSG00000228592.2_10,0.6734458185033019,D21S2088E
ENSG00000253138.5_6,0.6734431081175982,LINC00967
ENSG00000205106.5_9,0.6731659217651849,LINC02716
ENSG00000235885.8_16,0.6730365836437028,LINC01828
ENSG00000273356.1_8,0.6729916317602863,LINC02019
ENSG00000254291.1_8,0.6729836782767054,ENSG00000254291
ENSG00000266821.1_8,0.672947319519531,ENSG00000266821
ENSG00000273018.7_12,0.6725633146382427,FAM106A
ENSG00000260670.1_8,0.6724410909083538,ENSG00000260670
ENSG00000230133.2_8,0.672406807330917,LINC01721
ENSG00000272092.1_8,0.6719852505459396,ENSG00000272092
ENSG00000233124.2_9,0.670894204698447,LINC00456
ENSG00000226320.6_9,0.670834880726934,LINC01811
ENSG00000237166.4_11,0.6704986907475055,LINC01792
ENSG00000255087.6_12,0.6703902411074756,ENSG00000255087
ENSG00000259920.1_8,0.670150173646791,ENSG00000259920
ENSG00000165511.6_9,0.6699278426038715,ZNF22-AS1
ENSG00000224592.5_8,0.6696033168407789,MIR3659HG
ENSG00000275491.1_7,0.6695618850163807,LINC01730
ENSG00000203620.2_11,0.6693632144427863,ENSG00000203620
ENSG00000233420.2_12,0.6693451945336112,ENSG00000233420
ENSG00000227764.2_10,0.6690456668615273,NTRAS
ENSG00000231131.10_12,0.6687910399929733,LNCAROD
ENSG00000279315.1_7,0.668675564243185,ENSG00000279315
ENSG00000248307.6_12,0.6683404774165096,LINC00616
ENSG00000242440.2_8,0.6683373063151585,LINC02046
ENSG00000234139.6_13,0.6679199658338802,ENSG00000234139
ENSG00000271119.1_9,0.6674771821130967,ENSG00000271119
ENSG00000267337.2_10,0.6674669367187444,LINC01478
ENSG00000236544.1_11,0.6673152975674168,EN2-DT
ENSG00000249699.1_7,0.6672241126634172,LINC02261
ENSG00000280217.1_7,0.6666110102956779,ENSG00000280217
ENSG00000271788.1_8,0.6664716189085169,ENSG00000271788
ENSG00000253434.8_10,0.6663536775483496,LINC02237
ENSG00000223486.1_7,0.6663456184036507,ENSG00000223486
ENSG00000254162.1_10,0.6662747232838826,ENSG00000254162
ENSG00000205837.7_9,0.6662611833132616,LINC00487
ENSG00000228889.9_12,0.6660886086812341,UBAC2-AS1
ENSG00000276778.1_9,0.6659707998374467,LINC02227
ENSG00000226808.3_9,0.6656279153159211,LINC00840
ENSG00000274828.2_10,0.6641630229500755,ENSG00000274828
ENSG00000229109.2_11,0.6616021668670672,FRMD3-AS1
ENSG00000225931.3_9,0.6613881639169717,ENSG00000225931
ENSG00000230990.2_11,0.661000803107856,ENSG00000230990
ENSG00000279601.1_7,0.6608617718286942,ENSG00000279601
ENSG00000236532.6_9,0.660573990882287,LINC01695
ENSG00000267666.2_11,0.6599430182685844,ENSG00000267666
ENSG00000276814.1_10,0.6590367266813314,ENSG00000276814
ENSG00000226921.7_12,0.6589945676751523,LINC00454
ENSG00000260641.2_9,0.6586383552323073,TSPAN5-DT
ENSG00000232555.2_7,0.6585809015715551,ENSG00000232555
ENSG00000237797.3_12,0.658556248908411,MACORIS
ENSG00000220256.4_8,0.6583811557385221,ENSG00000220256
ENSG00000260496.3_10,0.6581739366179705,ENSG00000260496
ENSG00000231426.7_9,0.6579110726280706,FILNC1
ENSG00000258476.7_10,0.6576143957748434,LINC02207
ENSG00000264735.1_8,0.6576123417980522,ENSG00000264735
ENSG00000253295.2_11,0.6575997629848211,ENSG00000253295
ENSG00000244459.4_12,0.6574842200454718,ENSG00000244459
ENSG00000224481.4_10,0.6567702020378678,ENSG00000224481
ENSG00000251533.2_8,0.6567173489624516,LINC00605
ENSG00000261437.1_7,0.6564158617799727,LINC02894
ENSG00000267651.1_10,0.6563682467528631,ENSG00000267651
ENSG00000235023.1_10,0.6562213743682399,ENSG00000235023
ENSG00000258913.2_9,0.6561918006450846,LINC02691
ENSG00000235601.1_6,0.6560965211231615,BARX1-DT
ENSG00000250994.3_6,0.6557857291073053,ENSG00000250994
ENSG00000234944.1_8,0.6555789084281796,LINC02623
ENSG00000227555.1_8,0.6555735001353655,MIR4290HG
ENSG00000272549.1_9,0.6553345301899077,LINC02538
ENSG00000236651.1_8,0.6548532879584604,DLX2-DT
ENSG00000204283.4_9,0.6542676543910677,LINC01973
ENSG00000256073.4_9,0.6539735318096256,URB1-AS1
ENSG00000251408.1_9,0.6538551594756147,ENSG00000251408
ENSG00000273100.1_10,0.6527441857169426,ENSG00000273100
ENSG00000280099.1_7,0.6526646528396669,ENSG00000280099
ENSG00000236268.6_9,0.6526260362863218,LINC01361
ENSG00000229066.2_11,0.6517326806514926,ENSG00000229066
ENSG00000237595.7_13,0.6516434704382256,LINC01275
ENSG00000259471.1_6,0.6511314378921004,LINC01169
ENSG00000248131.6_9,0.650740066473438,LINC01194
ENSG00000254319.6_12,0.6505636710960987,LINC03021
ENSG00000224187.1_8,0.6503481725737811,LINC01991
ENSG00000280423.1_7,0.6500645491819758,ENSG00000280423
ENSG00000261018.1_10,0.6499826291055587,ENSG00000261018
ENSG00000279243.3_11,0.64989466708027,LINC02736
ENSG00000279796.1_7,0.6493953617114753,ENSG00000279796
ENSG00000254854.1_8,0.6492591250819951,NECTIN1-DT
ENSG00000260951.2_12,0.649248071562235,ENSG00000260951
ENSG00000238217.7_9,0.6488700220323743,LINC01877
ENSG00000223382.6_11,0.6488469079498685,LINC01778
ENSG00000227544.10_15,0.6485147907269163,LINC03013
ENSG00000228528.2_8,0.6484497720668874,ENSG00000228528
ENSG00000267259.1_7,0.6479018272991196,ERVE-1
ENSG00000289140.1_1,0.6464681295098345,ENSG00000289140
ENSG00000257634.1_8,0.6462572329801433,ENSG00000257634
ENSG00000224819.2_7,0.6459825521853318,ENSG00000224819
ENSG00000278254.4_11,0.6457470833488919,ENSG00000278254
ENSG00000254859.1_11,0.6457089918501251,ENSG00000254859
ENSG00000271590.1_9,0.6454220600118085,ENSG00000271590
ENSG00000225087.2_11,0.6449827946179586,ENSG00000225087
ENSG00000229649.1_9,0.6448946551959254,LINC02681
ENSG00000240423.3_7,0.644576066881545,LINC00636
ENSG00000279072.1_14,0.6445416942043829,ENSG00000279072
ENSG00000227047.1_10,0.6444006913426554,ENSG00000227047
ENSG00000237667.7_9,0.6443036253349816,LINC01115
ENSG00000250075.7_12,0.6442205742939607,ENSG00000250075
ENSG00000256146.1_9,0.644175307522682,ENSG00000256146
ENSG00000253746.1_10,0.6436402731400611,ENSG00000253746
ENSG00000229671.3_8,0.6435428571641408,LINC01150
ENSG00000254111.3_10,0.6433560956573346,ENSG00000254111
ENSG00000231249.3_11,0.6429142990405968,ITPR1-DT
ENSG00000229051.2_8,0.6427786275887024,LINC01788
ENSG00000250590.6_10,0.6424653983647459,LINC02492
ENSG00000206129.4_12,0.642384410807511,ENSG00000206129
ENSG00000254202.2_10,0.6423804466098223,ENSG00000254202
ENSG00000238042.5_9,0.6419351140947681,LINC02257
ENSG00000242611.2_11,0.6415650592765211,ENSG00000242611
ENSG00000264243.1_8,0.6411294173511156,ENSG00000264243
ENSG00000271850.2_9,0.6411208579852437,LINC02343
ENSG00000226409.3_12,0.6404657261477883,ENSG00000226409
ENSG00000279140.1_7,0.6401021010000798,ENSG00000279140
ENSG00000263667.4_13,0.6400272652923208,ENSG00000263667
ENSG00000235140.2_10,0.6396342224545617,ENSG00000235140
ENSG00000287263.3_6,0.6390114185367263,ENSG00000287263
ENSG00000258053.1_11,0.6385838406518899,ENSG00000258053
ENSG00000251637.6_10,0.6385684561604509,LINC02754
ENSG00000279091.1_8,0.6380792052663788,ENSG00000279091
ENSG00000261798.1_9,0.6379079450792731,ENSG00000261798
ENSG00000242880.2_11,0.6378067095396248,ENSG00000242880
ENSG00000248973.3_13,0.6377369644817383,ENSG00000248973
ENSG00000223356.1_10,0.6376614494395774,ENSG00000223356
ENSG00000229563.7_8,0.6373708886432127,LINC01204
ENSG00000260805.1,0.6372413116672511,RP11-61J19.4
ENSG00000256321.6_12,0.6371931427436661,ENSG00000256321
ENSG00000249803.6_10,0.6367995493377682,ENSG00000249803
ENSG00000260850.4_12,0.6367240012143038,ENSG00000260850
ENSG00000219445.2_10,0.6367027428820369,ENSG00000219445
ENSG00000253314.7_10,0.6366647044719276,LINC00293
ENSG00000272221.1_10,0.6363310436322405,ENSG00000272221
ENSG00000261683.2_10,0.636248431900604,LINC00838
ENSG00000265799.1_10,0.6360016564024243,ENSG00000265799
ENSG00000236760.1_10,0.6352015208990675,ENSG00000236760
ENSG00000254486.1_7,0.63515812214581,LINC02547
ENSG00000260589.1_8,0.6343946397702153,STAM-DT
ENSG00000257869.1_8,0.6341894880952694,ENSG00000257869
ENSG00000224965.1_10,0.634096787036141,KCNC4-DT
ENSG00000267275.1_11,0.6337314178877261,KLF2-DT
ENSG00000253220.2_10,0.633596065716327,ENSG00000253220
ENSG00000226005.6_12,0.6335018573020315,LINC02660
ENSG00000279770.1_5,0.6329668254841246,LINC00552
ENSG00000255595.5_12,0.6324191157271858,ENSG00000255595
ENSG00000259831.1_4,0.6324073928774062,LINC00567
ENSG00000259704.3_10,0.6313802336572275,ENSG00000259704
ENSG00000256955.2_10,0.631006595467511,ENSG00000256955
ENSG00000261044.1_8,0.6309513565888251,ENSG00000261044
ENSG00000226043.2_10,0.630868900341722,ENSG00000226043
ENSG00000248859.2_8,0.6306597767961954,LINC01574
ENSG00000231754.4_13,0.6294044680105625,ENSG00000231754
ENSG00000267391.7_12,0.6291589639606765,MIR122HG
ENSG00000253658.6_10,0.6290011148149813,LINC01592
ENSG00000279026.1_7,0.6285715331818909,ENSG00000279026
ENSG00000280032.1_7,0.6285649253854881,ENSG00000280032
ENSG00000238107.1_10,0.6276537545576811,LINC02806
ENSG00000238058.2_12,0.6276401317239216,CAMSAP1-DT
ENSG00000280220.1_7,0.6272724316050161,ENSG00000280220
ENSG00000279368.1_7,0.6268627396812296,ENSG00000279368
ENSG00000222022.1_7,0.6267486464069125,ENSG00000222022
ENSG00000233714.1_8,0.6264316582332584,ENSG00000233714
ENSG00000226266.8_13,0.6250961848118767,ENSG00000226266
ENSG00000272456.1_8,0.6248410417605708,ENSG00000272456
ENSG00000255983.1_8,0.6243531261302738,ENSG00000255983
ENSG00000260455.2_9,0.6239204711444157,NBAT1
ENSG00000258483.4_10,0.6237388895632563,LINC02251
ENSG00000253414.4_12,0.6234020278766002,LINC01605
ENSG00000242042.1_10,0.6233028532933804,LINC01743
ENSG00000230952.1_9,0.6231152233132584,LINC03037
ENSG00000125804.14_6,0.6230077926482371,FAM182A
ENSG00000223704.2_9,0.6227946030551581,LINC01422
ENSG00000232153.3_11,0.6227455831838985,ENSG00000232153
ENSG00000272989.1_6,0.622161136380386,LINC02012
ENSG00000259943.2_11,0.6219919438847527,ZMPSTE24-DT
ENSG00000247735.2_8,0.6219175580155121,KCTD13-DT
ENSG00000232936.6_11,0.621462167271407,PANK1-AS1
ENSG00000234056.3_10,0.6209618233792079,LINC00463
ENSG00000267287.1_8,0.6207086778655647,ENSG00000267287
ENSG00000267465.7_12,0.6203824162783235,THEG5
ENSG00000267069.3_9,0.619321715968481,ENSG00000267069
ENSG00000245685.9_12,0.6192515469673193,FRG1-DT
ENSG00000277938.1_10,0.6189378625506913,ENSG00000277938
ENSG00000189419.8_9,0.6188387993105007,SPATA41
ENSG00000251226.2_11,0.6187530560146292,LINC02714
ENSG00000251611.1_10,0.6186724025735528,FHIP1A-DT
ENSG00000235097.1_8,0.6179080306389038,LINC00330
ENSG00000203601.3_9,0.6177507982465572,LINC00970
ENSG00000281852.1_4,0.617648834649893,LINC00891
ENSG00000262714.1_10,0.617598811178564,ENSG00000262714
ENSG00000261012.2_10,0.6170609159047123,ENSG00000261012
ENSG00000276851.1_8,0.6168797067793327,ENSG00000276851
ENSG00000224609.8_17,0.6163974723405452,FGGY-DT
ENSG00000272825.1_8,0.6163143617882912,ENSG00000272825
ENSG00000267053.9_12,0.6162818768720254,ENSG00000267053
ENSG00000231421.8_11,0.6156385033214411,ENSG00000231421
ENSG00000264016.3_13,0.6155198929505576,ENSG00000264016
ENSG00000260777.2_9,0.6150330996707535,ENSG00000260777
ENSG00000235180.1_8,0.614997510340716,LINC00601
ENSG00000233290.4_12,0.6148761862719152,ENSG00000233290
ENSG00000279525.1_7,0.6138065817879518,ENSG00000279525
ENSG00000254777.5_8,0.6137964267377642,ENSG00000254777
ENSG00000274902.1_11,0.6137940944905261,ENSG00000274902
ENSG00000272121.1_8,0.6137898110430932,ENSG00000272121
ENSG00000233967.7_10,0.613146328678805,ENSG00000233967
ENSG00000203585.4_9,0.6129952624848285,LINC02408
ENSG00000279965.1_9,0.6127519477699073,LINC03032
ENSG00000267101.7_11,0.612406323885806,ENSG00000267101
ENSG00000257137.7_10,0.6122357925800813,LINC02874
ENSG00000275846.1_8,0.6121325606065454,ENSG00000275846
ENSG00000280639.1_8,0.6115140779587981,LINC02204
ENSG00000237310.3_9,0.611426142604428,LINC03011
ENSG00000279663.3_4,0.6112295770579135,ENSG00000279663
ENSG00000267095.1_10,0.6104313638178814,ENSG00000267095
ENSG00000250643.1_10,0.610404575054607,ENSG00000250643
ENSG00000260018.2_9,0.6100015132686549,MBTPS1-DT
ENSG00000205325.4_10,0.6097104581536249,ENSG00000205325
ENSG00000257986.3_10,0.6095801859887298,LINC02306
ENSG00000257654.1_8,0.6093622512814916,ENSG00000257654
ENSG00000233559.2_8,0.6089518815973565,LINC00513
